Date;Time of day;Total (grid load)[MWh];Residual load[MWh];Hydro pumped storage[MWh]
Oct 27, 2022;4:15 AM;-;-;-
Oct 27, 2022;4:30 AM;-;-;-
Oct 27, 2022;4:45 AM;-;-;-
Oct 27, 2022;5:00 AM;-;-;-
Oct 27, 2022;5:15 AM;-;-;-
Oct 27, 2022;5:30 AM;-;-;-
Oct 27, 2022;5:45 AM;-;-;-
Oct 27, 2022;6:00 AM;-;-;-
Oct 27, 2022;6:15 AM;-;-;-
Oct 27, 2022;6:30 AM;-;-;-
Oct 27, 2022;6:45 AM;-;-;-
Oct 27, 2022;7:00 AM;-;-;-
Oct 27, 2022;7:15 AM;-;-;-
Oct 27, 2022;7:30 AM;-;-;-
Oct 27, 2022;7:45 AM;-;-;-
Oct 27, 2022;8:00 AM;-;-;-
Oct 27, 2022;8:15 AM;-;-;-
Oct 27, 2022;8:30 AM;-;-;-
Oct 27, 2022;8:45 AM;-;-;-
Oct 27, 2022;9:00 AM;-;-;-
Oct 27, 2022;9:15 AM;-;-;-
Oct 27, 2022;9:30 AM;-;-;-
Oct 27, 2022;9:45 AM;-;-;-
Oct 27, 2022;10:00 AM;-;-;-
Oct 27, 2022;10:15 AM;-;-;-
Oct 27, 2022;10:30 AM;-;-;-
Oct 27, 2022;10:45 AM;-;-;-
Oct 27, 2022;11:00 AM;-;-;-
Oct 27, 2022;11:15 AM;-;-;-
Oct 27, 2022;11:30 AM;-;-;-
Oct 27, 2022;11:45 AM;-;-;-
Oct 27, 2022;12:00 PM;-;-;-
Oct 27, 2022;12:15 PM;-;-;-
Oct 27, 2022;12:30 PM;-;-;-
Oct 27, 2022;12:45 PM;-;-;-
Oct 27, 2022;1:00 PM;-;-;-
Oct 27, 2022;1:15 PM;-;-;-
Oct 27, 2022;1:30 PM;-;-;-
Oct 27, 2022;1:45 PM;-;-;-
Oct 27, 2022;2:00 PM;-;-;-
Oct 27, 2022;2:15 PM;-;-;-
Oct 27, 2022;2:30 PM;-;-;-
Oct 27, 2022;2:45 PM;-;-;-
Oct 27, 2022;3:00 PM;-;-;-
Oct 27, 2022;3:15 PM;-;-;-
Oct 27, 2022;3:30 PM;-;-;-
Oct 27, 2022;3:45 PM;-;-;-
Oct 27, 2022;4:00 PM;-;-;-
Oct 27, 2022;4:15 PM;-;-;-
Oct 27, 2022;4:30 PM;-;-;-
Oct 27, 2022;4:45 PM;-;-;-
Oct 27, 2022;5:00 PM;-;-;-
Oct 27, 2022;5:15 PM;-;-;-
Oct 27, 2022;5:30 PM;-;-;-
Oct 27, 2022;5:45 PM;-;-;-
Oct 27, 2022;6:00 PM;-;-;-
Oct 27, 2022;6:15 PM;-;-;-
Oct 27, 2022;6:30 PM;-;-;-
Oct 27, 2022;6:45 PM;-;-;-
Oct 27, 2022;7:00 PM;-;-;-
Oct 27, 2022;7:15 PM;-;-;-
Oct 27, 2022;7:30 PM;-;-;-
Oct 27, 2022;7:45 PM;-;-;-
Oct 27, 2022;8:00 PM;-;-;-
Oct 27, 2022;8:15 PM;-;-;-
Oct 27, 2022;8:30 PM;-;-;-
Oct 27, 2022;8:45 PM;-;-;-
Oct 27, 2022;9:00 PM;-;-;-
Oct 27, 2022;9:15 PM;-;-;-
Oct 27, 2022;9:30 PM;-;-;-
Oct 27, 2022;9:45 PM;-;-;-
Oct 27, 2022;10:00 PM;-;-;-
Oct 27, 2022;10:15 PM;-;-;-
Oct 27, 2022;10:30 PM;-;-;-
Oct 27, 2022;10:45 PM;-;-;-
Oct 27, 2022;11:00 PM;-;-;-
Oct 27, 2022;11:15 PM;-;-;-
Oct 27, 2022;11:30 PM;-;-;-
Oct 27, 2022;11:45 PM;-;-;-
